Seed,Time,Episode,Reward
3,15814.244442224503,58000,-21.02722470989409
8,15825.128232002258,58000,-31.196316814514
5,15842.63482952118,58000,-21.592673954331584
6,15878.618363380432,65000,673.7335798680755
9,16002.262961149216,59000,-21.23571895287983
2,16012.980315446854,59000,-33.07465562008976
4,16014.907935857773,59000,-21.254895996057805
7,16029.202670574188,59000,-21.04620701953692
6,16038.86879324913,66000,815.0729861846802
1,16064.219590902328,59000,-31.03500973047486
0,16064.950058937073,59000,-18.01284858988386
3,16088.07917046547,59000,-21.126995502391797
8,16111.476285219193,59000,-30.837694069264625
5,16123.12907409668,59000,-21.40233175341903
6,16248.442590713501,67000,431.28811358244116
9,16282.16848564148,60000,-21.274259828971324
2,16291.202835321426,60000,-33.04274536445505
7,16293.305523872375,60000,-20.980385248586956
4,16295.334515094757,60000,-21.26799140175379
0,16342.129394292831,60000,-17.318235206332712
1,16345.491527557373,60000,-28.08223278172925
3,16363.166927814484,60000,-21.082357574759996
8,16395.946058750153,60000,-31.061398958424828
5,16402.498603582382,60000,-21.17013177950103
6,16442.45435500145,68000,443.0216675309184
9,16557.061497926712,61000,-21.162717704391397
2,16565.492792129517,61000,-33.07966269256173
7,16566.234509944916,61000,-21.142912508244297
4,16571.734193086624,61000,-21.25448953723242
0,16626.081528902054,61000,-17.23118345402333
1,16631.27804851532,61000,-21.49238483976072
6,16641.252593517303,69000,815.565264134049
3,16644.00249838829,61000,-21.0015955924017
8,16656.870301246643,61000,-30.958409649790248
5,16675.837286233902,61000,-21.173144319158922
6,16817.041636943817,70000,466.49208750184954
9,16825.778663635254,62000,-21.26604069040348
2,16848.068054437637,62000,-33.13125671829191
7,16852.102162599564,62000,-21.14794218325194
