Seed,Time,Episode,Reward
6,0.37207937240600586,0,-33.43724412512118
0,0.6527252197265625,0,-33.42804922943098
8,0.6469054222106934,0,-31.798833484136992
9,0.6607949733734131,0,-33.7575720645539
1,0.7313034534454346,0,-30.25792217920607
4,0.7512702941894531,0,-32.77092941754096
7,0.7583212852478027,0,-33.41120176246836
2,0.8371355533599854,0,-32.476110911967126
5,0.887049674987793,0,-21.62581241438011
3,1.0369112491607666,0,-21.10349018258488
6,1003.8570513725281,1000,-23.96480625113891
8,1009.9564135074615,1000,-28.59441485949937
0,1016.5054032802582,1000,-24.902464944043956
5,1023.9307250976562,1000,-27.153283783195217
1,1027.1174173355103,1000,-24.851538817084002
2,1027.5556497573853,1000,-32.73748987243352
3,1030.7084381580353,1000,-3.509130034136397
7,1031.5002212524414,1000,-28.194837368190502
4,1037.794802904129,1000,-16.84451298788722
9,1038.2826826572418,1000,-33.078293516476954
6,1993.5671966075897,2000,13.437693356240375
0,2025.9618043899536,2000,-12.268890798246128
3,2040.3923480510712,2000,16.094780461987238
1,2041.8604731559753,2000,0.5836033176785388
8,2042.6009974479675,2000,-8.163819228428322
5,2046.0342195034027,2000,-25.31614597658955
2,2051.158510684967,2000,-32.637988587057734
9,2059.219313621521,2000,-33.17747265445686
7,2059.6152749061584,2000,-27.31364905668508
4,2060.8879766464233,2000,0.939443391630347
6,2926.7841589450836,3000,97.47951159883574
3,2988.055939912796,3000,79.52695360889372
0,3017.1435091495514,3000,24.763085220239642
8,3022.9964361190796,3000,54.720831517747506
1,3036.2995190620422,3000,65.73463373942343
4,3045.9655318260193,3000,53.16192485919287
5,3070.9295947551727,3000,-23.194873064159
2,3071.242544412613,3000,-32.695916858334684
7,3076.556387901306,3000,-26.332316446398313
9,3089.690609931946,3000,-33.22025718894339
6,3842.41428565979,4000,146.9137966280829
3,3899.032701253891,4000,161.92732764318987
8,3941.181997537613,4000,121.81927831823903
4,3956.9951465129852,4000,144.96594722732948
0,3966.3821861743927,4000,86.11258220879729
1,3975.3655002117157,4000,129.29627647697487
5,4025.4952092170715,4000,-16.94346217029221
2,4033.1925563812256,4000,-32.7104060090307
7,4051.2948048114777,4000,-25.44868465523902
9,4101.219645023346,4000,-33.122528050325975
6,4759.571525335312,5000,204.21931441198754
3,4815.200841426849,5000,199.13521680629844
4,4836.201422214508,5000,223.3284778260456
8,4868.856036663055,5000,170.43124497832326
0,4903.49431848526,5000,137.3380765140235
1,4918.005779981613,5000,205.10622614998653
5,5020.213918924332,5000,-11.953114117039437
7,5061.467159986496,5000,-24.53676305477868
2,5065.8706386089325,5000,-32.62501499525901
9,5095.100472450256,5000,-31.438655824463524
6,5633.424540758133,6000,282.9265812101774
3,5712.394742965698,6000,234.3918546258862
4,5718.330742359161,6000,239.45930084101798
8,5770.127958059311,6000,222.32041136406573
0,5823.230319261551,6000,217.24301572653508
1,5825.925985813141,6000,256.80996413777495
5,6018.4178285598755,6000,-9.75655778656358
7,6068.129642724991,6000,-23.30603754346549
2,6070.4799888134,6000,-32.54691509025357
9,6137.534777879715,6000,-32.132505172797465
6,6489.139916419983,7000,332.777925666376
3,6583.792626857758,7000,273.068002647959
4,6586.4258370399475,7000,270.71277775485214
8,6630.407555580139,7000,273.4308022310526
0,6682.576833724976,7000,305.8352494177452
1,6682.946796655655,7000,292.70000660609634
5,7028.4777739048,7000,0.7116588607655531
7,7048.171110153198,7000,-23.481614981992
2,7066.867465019226,7000,-32.38620689033896
9,7149.037205219269,7000,-31.984177581633027
6,7320.330806970596,8000,380.63901990153295
3,7399.366256713867,8000,369.9205735692245
4,7479.173905849457,8000,305.4254314208887
8,7496.8458795547485,8000,287.8066866248387
1,7532.664713144302,8000,313.23332203033175
0,7567.232072353363,8000,335.81570877136204
5,8015.088011741638,8000,18.88632066685011
2,8067.175086736679,8000,-32.080386903454965
7,8093.265597105026,8000,-23.333732755132694
6,8098.746950864792,9000,442.45406636140837
9,8179.74119758606,8000,-31.503650149273003
3,8202.449576616287,9000,401.9684677038514
4,8317.686161756516,9000,337.8054334593095
8,8353.075092792511,9000,339.3532375109751
1,8367.210000276566,9000,374.5876943959911
0,8402.607446432114,9000,377.9876541390318
6,8890.860454797745,10000,441.0510115245954
5,9008.892977714539,9000,30.01827870588396
3,9010.306428670883,10000,431.89288079262894
2,9064.33627295494,9000,-32.00054482986965
7,9112.313042402267,9000,-22.671619535286165
4,9149.77118062973,10000,357.9325232184824
1,9164.44948387146,10000,404.0209575663869
8,9184.655438423157,10000,362.395253061394
9,9192.207725763321,9000,-26.893799947747052
0,9236.437561035156,10000,377.0979534542754
6,9666.420626878738,11000,470.4672389537467
3,9777.453151226044,11000,472.29046397858576
4,9950.605436563492,11000,399.2005309738333
1,9962.226756572723,11000,433.74657316490675
5,9976.150817632675,10000,54.77839299494696
8,10011.002621173859,11000,387.77741280414807
0,10039.984849214554,11000,412.48389019761396
2,10052.723370313644,10000,-31.507256784017468
7,10121.759277105331,10000,-22.82930785027236
9,10223.181312322617,10000,-21.21460216597123
6,10411.304075956345,12000,493.4286258998774
3,10566.042774915695,12000,469.01557144481603
4,10729.38221502304,12000,464.91983910554256
1,10760.180325984955,12000,458.03794814880547
0,10817.761710643768,12000,457.44831595418924
8,10826.987735748291,12000,398.9304554219555
5,10940.377885580063,11000,94.02299191235997
2,11047.875898361206,11000,-31.150018294105006
7,11140.488026857376,11000,-22.47584724333152
6,11181.453081846237,13000,487.96144063634733
9,11233.294669389725,11000,4.1533779648343625
3,11341.713864803314,13000,475.2672426967184
4,11518.501777887344,13000,468.75025663680043
1,11545.558990240097,13000,462.5498709844075
0,11590.866116523743,13000,484.15067112457996
8,11650.734120368958,13000,406.2392148498786
5,11865.581736803055,12000,144.34930872660493
6,11937.327356100082,14000,506.80989595616063
2,12063.224685430527,12000,-30.461762422545124
3,12109.130791425705,14000,471.9571665428951
7,12164.799880743027,12000,-22.155957516309737
9,12212.926404714584,12000,74.98254502420377
4,12259.078788280487,14000,494.0679195441294
0,12328.662254810333,14000,509.8980288277287
1,12329.1027572155,14000,444.5467132874493
8,12448.787464380264,14000,444.82186842865195
6,12670.799005031586,15000,515.8359313172723
5,12773.877535820007,13000,197.08942951089372
3,12878.515138864517,15000,493.9123557457652
4,13014.50398349762,15000,477.0062144642347
2,13063.613070726395,13000,-29.15484622134058
1,13094.714117765427,15000,463.4285656871116
0,13097.48195385933,15000,490.8339602783531
9,13164.613408327103,13000,153.00223000446147
7,13175.72517991066,13000,-22.205766445376963
8,13231.46262550354,15000,449.9174642703537
6,13431.41666316986,16000,507.77659551871426
3,13659.063289403915,16000,475.82309582651413
5,13687.360460996628,14000,195.34236410980134
4,13761.310738563538,16000,503.14647670019514
0,13818.120664358139,16000,519.9793390661999
1,13846.93406033516,16000,506.73913918460687
8,13997.52918601036,16000,491.330590726349
9,14068.27723813057,14000,212.71225198814602
2,14079.524513721466,14000,-28.11050525159041
6,14168.047638177872,17000,522.4065062749422
7,14172.952280521393,14000,-22.34701409938107
3,14425.077573537827,17000,498.8358403214946
4,14477.500173091888,17000,514.8042193501925
0,14530.858981370926,17000,545.0922575277674
5,14555.419018507004,15000,251.72672706486804
1,14598.348243713379,17000,500.20351267022386
8,14746.805391073227,17000,477.66724345721985
6,14853.019622087479,18000,545.5091252221066
9,14924.598522663116,15000,242.79081402509144
2,15044.593695402145,15000,-23.400556321166917
7,15161.96203994751,15000,-22.085318954711934
3,15184.729039430618,18000,491.03728396189484
4,15224.215544462204,18000,527.6673918680752
0,15255.922930717468,18000,556.6272684825467
